variable,dataset,usable,type,encoding_method,n_unique,n_missing,n_total,sample_values,notes
WT_LBXGLY,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXPFOS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXPFSA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXGTC,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXGTC1,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXGTC2,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXHPELA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXMIR,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXHCT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXMIRLA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXODT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXPCB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXPCBLA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXI5AL,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXIHG,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXLUT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXLUZ,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXLUZ1,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXLUZ2,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXLYC,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXLYC1,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXLYC2,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXODTLA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXOXY,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXMFOS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXOXYLA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXPDE,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXPDELA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXMMASI,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXPFUA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXPDT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXPDTLA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXTNA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUAB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXTC2,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXTC2LA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUAC,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXTNALA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXDAZ,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXNFOA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXDMA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXECP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXEQU,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXNFOS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXETD,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVBZ,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVCB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVCF,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXETL,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXGNS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMBP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMC1,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXTCD,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXTCDLA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMCP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMEP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMHH,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMHP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUAS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMIB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUAS3,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URX14D,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URX1TB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUAS5,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUBA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMNM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMNP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMOH,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUBE,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URX24D,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URX25T,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUCD,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_URXUCO,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMOP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMZP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUCS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URX3TB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXAPE,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUDMA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUHG,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXP01,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUMMA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXBP3,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXBPH,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUMO,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUPB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXP02,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXP03,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXP04,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUPT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXBSM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXCBF,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUSB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUTL,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXP05,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXP06,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXP07,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUTM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXCHS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXDCB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUTU,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUUR,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNSUMARS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXEMM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXETU,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXP10,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXP17,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXP19,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXFRM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXHLS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNSUMDEHP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMMI,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMSM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URX4TO,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMTM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMTO,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXPHE,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXPHF,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXPLP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXRPL,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXRPL1,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXRPL2,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXRST,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXRST1,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXRST2,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXSCA,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXSCA1,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXSCA2,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXSCLSI,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXSCLSI1,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXSCLSI2,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXSKSI,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXSKSI1,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXSKSI2,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXSNASI,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXSNASI1,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXSNASI2,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_URXNOS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXOMO,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXOP1,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXOP2,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXTHG,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXTLAL,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXBUP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVCM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVCT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVDB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVDM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVDP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVEB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVHE,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVMC,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVME,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVNB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVOX,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVST,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVTC,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVTE,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVTO,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVXY,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URX1DC,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URX2DC,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URX2MH,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URX34M,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXAAM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXAMC,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXATC,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXBMA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXBPM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXCEM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXCYM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXDHB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXDPM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXGAM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXHEM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXHP2,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXHPM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMAD,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMB1,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMB2,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMB3,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXPHE,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXPHG,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXPMA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXPMM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXTCV,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXTTC,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBX4CE,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXNM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVDE,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVFN,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVIPB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVTP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXV06,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVD2MS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVD3MS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVDX,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVE3MS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVIA,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXVIA1,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXVIA2,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXVIC,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXVIC1,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXVIC2,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXVIDMS,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXVIDMS1,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXVIDMS2,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_LBXVIE,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXV07N,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXV08N,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVC6,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVDEE,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVEA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVEC,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVMCP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVTFT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVTHF,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVVB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVBZN,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVIBN,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXZEA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXCNP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXCOP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXOP3,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSBCEP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXOP4,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSBCPP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXOP5,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSBDCPP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSBPPP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSCYA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXOP6,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSDBUP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXOPP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSDBZP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSDCP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXOXS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXPCP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXPIM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSDPHP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSIPPP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSMEL,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXPPX,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSTBBA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXEPB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXPRO,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXPTU,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXRIM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXSMM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXSSF,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXTHF,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXTRA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXTRN,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXTRS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUIO,weights,TRUE,numeric,none,8525,0,20000,"1737.58, 1730.23, 1241.64, 19521.36, 28080.57",NA
WT_URXUP8,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URX4FP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXACE,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXALA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXATZ,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMPB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXPPB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXCB3,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXCCC,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXNO3,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXSCN,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXCMH,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXCPM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXDEE,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXDPY,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXAAZ,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXSCU,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXSZN,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXVMIK,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMAL,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMET,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXBPF,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXBPS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXHIBP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXDCZ,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXDEA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMHBP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMHNC,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXTLC,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNURXBFOA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNURXCLPF,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNURXDONA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNURXFHPS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNURXFPEA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNURXGENX,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNURXMFOS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNURXPFBA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNURXPFBS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNURXPFDE,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNURXPFHA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNURXPFHP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNURXPFHS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNURXPFNA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_VNURXPFUA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXDHD,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXDTZ,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXNAB,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXNAL,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXNAT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXNNN,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXOPM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXOXY,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXPAR,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSACET,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSAND,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXSIS,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXSISM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSCLOT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSEMEA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXTCC,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSIMID,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSOHIM,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_SSTHIA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXECPT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMCOH,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMHHT,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXMONP,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXP09,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUMN,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUSN,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_URXUSR,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
WT_LBXEOA,weights,FALSE,NA,NA,NA,20000,20000,NA,All values missing
